h,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02,   1.5000000000E+02
m_d,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03,   2.7000000000E+03
m_a,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02,   8.0000000000E+02
ad,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02,   7.3000000000E-02
aa,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02,   2.1000000000E-02
ac,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02,   2.0000000000E-02
mu,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02,   1.0000000000E-02
a,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00,   9.2000000000E+00
b,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01,  -7.0000000000E-01
c,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05,   3.0000000000E-05
f_1,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01,   4.9898951973E+01
f_2,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00,   1.8869193016E+00
f_3,   8.3685072123E-01,   8.3626601963E-01,   8.3571695655E-01,   8.3567575011E-01,   8.3500241575E-01,   8.3205230061E-01,   8.2477098678E-01,   8.2476925804E-01,   8.2572933473E-01,   8.2711931158E-01,   8.2951156848E-01,   8.3220840165E-01,   8.3472724638E-01,   8.3682639186E-01,   8.3843257878E-01,   8.3956944487E-01,   8.4030667230E-01,   8.4071044959E-01,   8.4085031898E-01,   8.4078208539E-01,   8.4050491088E-01,   8.3794674377E-01,   8.3675620642E-01,   8.3727042838E-01,   8.3758252767E-01,   8.3759596570E-01,   8.3756587192E-01,   8.3755907483E-01,   8.3756092110E-01,   8.3756092114E-01,   8.3741038367E-01,   8.3588012421E-01,   8.3559055634E-01,   8.3567968038E-01
f_4,   2.7871345150E-01,   2.7731963505E-01,   2.7601623949E-01,   2.7591863445E-01,   2.7432792108E-01,   2.6745112335E-01,   2.5110969414E-01,   2.5110591881E-01,   2.5321012788E-01,   2.5628343401E-01,   2.6164802894E-01,   2.6781124473E-01,   2.7368012476E-01,   2.7865533498E-01,   2.8251455544E-01,   2.8527384836E-01,   2.8707554578E-01,   2.8806647408E-01,   2.8841041969E-01,   2.8824258586E-01,   2.8756168495E-01,   2.8134240688E-01,   2.7848773870E-01,   2.7971766590E-01,   2.8046642899E-01,   2.8049870711E-01,   2.8042642636E-01,   2.8041010299E-01,   2.8041453676E-01,   2.8041453686E-01,   2.8005322217E-01,   2.7640302398E-01,   2.7571693153E-01,   2.7592794276E-01
f_5,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01,   6.3144586749E-01
f_6,   1.2778721341E+00,   1.3339941993E+00,   1.3903860398E+00,   1.3909464658E+00,   1.4001401290E+00,   1.4412329917E+00,   1.5485755318E+00,   1.5486020603E+00,   1.5339473770E+00,   1.5130056569E+00,   1.4777104095E+00,   1.4390250144E+00,   1.4039168887E+00,   1.3753920714E+00,   1.3540050183E+00,   1.3390927596E+00,   1.3295211060E+00,   1.3243113001E+00,   1.3225119576E+00,   1.3233894021E+00,   1.3269604297E+00,   1.3604344817E+00,   1.3652778415E+00,   1.3652770181E+00,   1.3652769344E+00,   1.3650979251E+00,   1.3654988438E+00,   1.3655648149E+00,   1.3655648128E+00,   1.3655648123E+00,   1.3675724135E+00,   1.3881693735E+00,   1.3908931168E+00,   1.3908930014E+00
f_7,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01,   9.9252805482E-01
f_8,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00,   2.6419043452E+00
m,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03,   3.5000000000E+03
va,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01,   4.2000000000E+01
vd,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02,   1.4600000000E+02
p_d_f,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00,   5.7600000000E+00
q_1,   2.4000000000E-02,   2.3994732011E-02,   2.3992459879E-02,   2.4103669187E-02,   2.5022535703E-02,   2.8553994919E-02,   3.4424899561E-02,   3.4426572635E-02,   3.3818377051E-02,   3.2861462479E-02,   3.0972841912E-02,   2.8389503356E-02,   2.5392366317E-02,   2.2275969438E-02,   1.9320641951E-02,   1.6768846708E-02,   1.4803659282E-02,   1.3578426206E-02,   1.3122324546E-02,   1.3347105389E-02,   1.4217825297E-02,   2.0281710806E-02,   2.2581095496E-02,   2.1587227403E-02,   2.0961359973E-02,   2.0936856761E-02,   2.0991671605E-02,   2.1004417264E-02,   2.1000669194E-02,   2.1000669109E-02,   2.1271556785E-02,   2.3766476623E-02,   2.4214883827E-02,   2.4063027654E-02
q_2,   2.4000000000E-02,   2.3994732011E-02,   2.3992459879E-02,   2.4103669187E-02,   2.5022535703E-02,   2.8553994919E-02,   3.4424899561E-02,   3.4426572635E-02,   3.3818377051E-02,   3.2861462479E-02,   3.0972841912E-02,   2.8389503356E-02,   2.5392366317E-02,   2.2275969438E-02,   1.9320641951E-02,   1.6768846708E-02,   1.4803659282E-02,   1.3578426206E-02,   1.3122324546E-02,   1.3347105389E-02,   1.4217825297E-02,   2.0281710806E-02,   2.2581095496E-02,   2.1587227403E-02,   2.0961359973E-02,   2.0936856761E-02,   2.0991671605E-02,   2.1004417264E-02,   2.1000669194E-02,   2.1000669109E-02,   2.1271556785E-02,   2.3766476623E-02,   2.4214883827E-02,   2.4063027654E-02
q_3,   2.4000000000E-02,   2.3994732011E-02,   2.3992459879E-02,   2.4103669187E-02,   2.5022535703E-02,   2.8553994919E-02,   3.4424899561E-02,   3.4426572635E-02,   3.3818377051E-02,   3.2861462479E-02,   3.0972841912E-02,   2.8389503356E-02,   2.5392366317E-02,   2.2275969438E-02,   1.9320641951E-02,   1.6768846708E-02,   1.4803659282E-02,   1.3578426206E-02,   1.3122324546E-02,   1.3347105389E-02,   1.4217825297E-02,   2.0281710806E-02,   2.2581095496E-02,   2.1587227403E-02,   2.0961359973E-02,   2.0936856761E-02,   2.0991671605E-02,   2.1004417264E-02,   2.1000669194E-02,   2.1000669109E-02,   2.1271556785E-02,   2.3766476623E-02,   2.4214883827E-02,   2.4063027654E-02
q_4,   2.4000000000E-02,   2.3994732011E-02,   2.3992459879E-02,   2.4103669187E-02,   2.5022535703E-02,   2.8553994919E-02,   3.4424899561E-02,   3.4426572635E-02,   3.3818377051E-02,   3.2861462479E-02,   3.0972841912E-02,   2.8389503356E-02,   2.5392366317E-02,   2.2275969438E-02,   1.9320641951E-02,   1.6768846708E-02,   1.4803659282E-02,   1.3578426206E-02,   1.3122324546E-02,   1.3347105389E-02,   1.4217825297E-02,   2.0281710806E-02,   2.2581095496E-02,   2.1587227403E-02,   2.0961359973E-02,   2.0936856761E-02,   2.0991671605E-02,   2.1004417264E-02,   2.1000669194E-02,   2.1000669109E-02,   2.1271556785E-02,   2.3766476623E-02,   2.4214883827E-02,   2.4063027654E-02
q_5,   2.4000000000E-02,   2.3994732011E-02,   2.3992459879E-02,   2.4103669187E-02,   2.5022535703E-02,   2.8553994919E-02,   3.4424899561E-02,   3.4426572635E-02,   3.3818377051E-02,   3.2861462479E-02,   3.0972841912E-02,   2.8389503356E-02,   2.5392366317E-02,   2.2275969438E-02,   1.9320641951E-02,   1.6768846708E-02,   1.4803659282E-02,   1.3578426206E-02,   1.3122324546E-02,   1.3347105389E-02,   1.4217825297E-02,   2.0281710806E-02,   2.2581095496E-02,   2.1587227403E-02,   2.0961359973E-02,   2.0936856761E-02,   2.0991671605E-02,   2.1004417264E-02,   2.1000669194E-02,   2.1000669109E-02,   2.1271556785E-02,   2.3766476623E-02,   2.4214883827E-02,   2.4063027654E-02
